楼盘名称,项目别名,jd,wd
渝复新城丽景,渝复新城丽景;新城丽景,,
渝港商住楼,渝港商住楼,,
渝高B座公寓,渝高B座公寓,,
渝高广场商住楼,渝高广场商住楼,,
渝高和泰家园,渝高和泰家园;和泰家园,,
渝高教师楼,,,
渝高小区,渝高小区,,
渝高智博中心,渝高智博中心,,
渝航路206号,文星院,,
渝航路33号,渝航路小区,,
渝航路三巷46号,渝航园,,
渝湖路10号,津和苑,,
渝湖路135号,兰天龙湖苑;兰天龙湖;龙湖苑;龙湖蓝天苑,,
渝湖路137号,祥和小区,,
渝湖路47号,渝北区卫校家属院,,
渝湖路56号,建威北宫,,
渝湖路66号,吉祥雅居,,
渝湖路69号,和谐家园,,
渝湖路小区,渝湖路小区,,
渝环苑,渝环苑,,
渝建村11号,新宇大厦,,
渝建村130号,龙泉花园,,
渝江村300号,东方港湾;东方港湾小区;东方港湾B3-B6区;东方港湾B10-B11区;东方港湾B1-B2区;,,
渝津花园,,,
渝龙小区,,,
渝鲁大道1003号,城市童话,,
渝鲁大道188号,庆业九寨印象,,
渝鲁大道660号,鲁能星城九街区,,
渝鲁大道670号,鲁能星城七街区,,
渝鲁大道680号,鲁能星城十二街区,,
渝鲁大道727号,鲁能星城二街区,,
渝鲁大道737号,鲁能星城三街区,,
渝鲁大道747号,鲁能星城四街区,,
渝鲁大道777号,鲁能星城一街区,,
渝鲁大道778号,新馨家园;新馨嘉苑,,
渝鲁大道999号,兴馨家园；兴馨嘉园,,
渝南大道103号,创远·十里缇香一期;创远·十里缇香二期;创远十里缇香,,
渝南大道111号,蓝光十里蓝山;蓝光十里蓝别墅;十里蓝山,,
渝南大道118号,曦圆·观南山;曦圆观南山,,
渝南大道120号,阳光九里,,
渝南大道123号,东原桐麓;东源桐簏,,
渝南大道130号,宗申动力城;宗申动力城三期;宗申.动力城四期;宗申动力城二期,,
渝南大道139号,宗申青年国际;青年国际,,
渝南大道158号,申烨.太阳城五期;申烨太阳城一期;太阳城一期;申烨太阳城;,,
渝南大道161号,远洋高尔夫国际;远洋高尔夫国际社区;远洋高尔夫国际社区果岭洋楼,,
渝南大道180号,斌鑫·江南时代;斌鑫江南时代,,
渝南大道199号,巴蜀怡园;巴蜀怡苑,,
渝南大道1号,通用大厦,,
渝南大道233号,旭辉城;旭辉城一期;旭辉城三期,,
渝南大道32号,丽都锦城,,
渝南大道333号,东方晨屹,,
渝南大道33号,麒龙丽都,,
渝南大道50号,渝南大道50号,,
渝南大道62号,渝南大道62号,,
渝南大道70号,典雅麒龙山水；典雅麒龙小区,,
渝南大道71号,宏宁天成;宏宇天成,,
渝南大道76号,丽都锦上,,
渝南大道79号,典雅森林花园;典雅住宅小区,,
渝南大道8号,蔚蓝时光;蔚蓝时光二期;蔚蓝时光二期格外,,
渝南大道9号,保利林语溪二标段;保利林语溪三标段,,
渝南花园,渝南花园,,
渝南市场,渝南市场,,
渝能国际,渝能国际;渝能国际幸福山房;渝能幸福山房,,
渝能华城,,,
渝能明日城市,阳光100城市广场；渝能明日城市;渝能阳光100,,
渝培路151号,陈家湾南友村社区,,
渝培路81号,南友村,,
渝浦大厦,渝浦大厦,,
渝漆小区,渝漆小区,,
渝青花苑,,,
渝沙村141号,渝沙村,,
渝沙村142号,渝沙村,,
渝沙村143号,渝沙村,,
渝铁九龙苑,渝铁九龙苑,,
渝西半岛,,,
渝西大道中段110号,渝西广场,,
渝西风情街,,,
渝西名都,,,
渝新村,渝新村,,
渝新路176号,中伦香山园;香山园,,
渝新路235号,建工新康桥,,
渝新路260号,建工morning公馆;MORNING公馆,,
渝新路38号,风林丽舍;枫林丽舍,,
渝兴花园,,,
渝晏大厦,渝晏大厦,,
渝油村13号,桃苑小区;桃园小区,,
渝中·万科中心,,,
渝中大坪正街129号,马家堡小区,,
渝中花园3号,渝中花园,,
渝中区人和街,,,
渝中区体心堂8号院,渝中区体心堂8号院,,
渝中区竹园小区,黄沙溪竹园小区;竹园小区;渝中区竹园小区,,
渝中人民村,渝中人民村,,
渝州路103号,渝州花园;歇台子渝新花园,,
渝州路108号,昭华大厦,,
渝州路113号,青年汇,,
渝州路124号,国培楼,,
渝州路126号,党校科技大楼,,
渝州路33-25,西亚广场；西亚广场B座,,
渝州路50号,高创锦业,,
渝州路51号,科城花园;新科城花园,,
渝州路60号,新锐地带,,
渝州路71号,华宇静园,,
渝州路73号,一城精英国际;一城·精英国际,,
渝州路75号,红光中学家属楼,,
渝州路77号,钟厂家属院,,
渝州路8号,泰兴科技广场,,
渝州路小区,,,
渝洲花园,渝洲花园,,
渝洲路156号,百科大厦,,
渝洲路25号,五九所；五九小区,,
渝洲路29号,华宇名都城;华宇名都,,
余松路299号,光宇阳光地中海,,
余松路450号,同舟佳居花园；同舟佳居,,
余松路501号,佳居花园;佳居花园A区,,
鱼洞开发区345-355号,鱼洞开发区345-355号,,
鱼洞莲花市场,新莲花大楼,,
鱼胡路11号,一城龙洲;一城龙州,,
鱼胡路36号,龙井佳园,,
鱼胡路4号,鱼胡大厦,,
鱼胡路小区,鱼胡路小区,,
鱼轻路13号,鱼轻路小区,,
鱼轻路14号,鱼轻路小区,,
鱼轻路16号,鱼轻路小区,,
鱼轻路18号,鱼轻路小区,,
鱼轻路23号,鱼轻路小区,,
鱼轻路252号,何达阳光城,,
鱼轻路26号,乐意苑；巴南广场B区,,
鱼轻路40号,锦华苑,,
鱼轻路44号,鱼轻路小区,,
鱼轻路54号,鱼轻路小区,,
鱼轻路58号,鱼轻路小区,,
鱼轻路60号,浩立半岛康城三期;浩立半岛康城二期；浩立半岛康城,,
鱼轻路61号,鱼轻路小区,,
鱼轻路62号,巴南半岛明珠,,
鱼塘湾,鱼塘湾小区,,
鱼新街15号,鱼新街小区,,
鱼新街61号,鱼新街小区,,
渔塘湾,老城渔塘湾;渔塘湾,,
宇峰花园,宇峰花园,,
雨花苑,雨花苑;雨花园,,
雨田秫园,雨田秫园,,
玉波池,玉波池小区,,
玉兰路200号,保利香槟花园A区,,
玉兰路201号,保利香槟花园B区,,
玉兰路203号,保利香槟花园D区,,
玉林小区,,,
玉灵路12号,隆鑫花漾嶺;隆鑫花漾岭;花漾岭,,
玉灵路159号,玉灵小区,,
玉灵路228号,蜜糖,,
玉马路10号,坡岭顿小镇；坡岭顿别墅,,
玉马路1号,庆隆南山高尔夫国际社区;庆隆南山高尔夫橘香郡;庆隆南山高尔夫国际社区玺馆,,
玉马路8号,长青湖,,
玉马路9号,江南小区;江南小区A区；江南小区C区；江南小区D区；江南小区E区,,
玉屏北路288号,月源山水,,
玉清寺变压器厂家属楼,,,
玉清寺共和新村,共和村,,
玉清寺协兴村,,,
玉水湾,,,
玉祥小区,玉祥门小区;玉祥小区,,
玉宇佳苑,玉宇佳苑,,
育才街13号,,,
育才街14号,,,
育才街15号,,,
育才街16号,,,
育才街17号,,,
育才街18号,,,
育才街19号,,,
育才街20号,,,
育才街21号,,,
育才街22号,,,
育航村1号,遂州大厦,,
育新街10号,育新街10号,,
御锦江都,,,
御景江城,,,
御景天下,,,
御盛路2号,御峰;和黄御峰;御峰一期;和记黄埔御峰,,
御座名邸,,,
裕华村106号,祥和人家,,
裕华新村,裕华新村,,
裕佳苑,裕佳苑,,
鸳鸯北路33号,丹鹤小区二期;丹鹤小区一期;丹鹤小区;丹鹤社区,,
鸳鸯花园,,,
鸳鸯路22号,白鹤小区,,
鸳鸯路33号,白鹤园小区,,
鸳鸯路73号,融科海阔天空;融科海阔天空一期,,
鸳鸯路8号,融科海阔天空二期;海阔天空二期,,
元方城市广场,,,
元方新城,元方新城,,
元合悠哉悠宅,,,
元通寺,元通寺,,
园丁大厦,园丁大厦,,
园丁路26号附1号,园丁路小区,,
园佳广场,园佳广场,,
袁家岗158号,金茂珑悦;金茂·珑悦,,
袁家岗162号,众科大厦,,
袁家岗老小区,,,
袁家小院,袁家小院,,
源屋苑,源屋苑,,
远大新村,远大新村,,
远铭大厦,,,
远闻小区,,,
远祖桥小区,远祖桥小区,,
约克郡上林洋房,约克郡上林洋房,,
约克郡汀兰,约克郡汀兰,,
月光村,月光村,,
月华村13号,月亮田月华村,,
月华村14号,月亮田月华村,,
月华村15号,月亮田月华村,,
月华村16号,月亮田月华村,,
月华村17号,月亮田月华村,,
月华村18号,月亮田月华村,,
月华村1号,月亮田月华村,,
月华村20号,月亮田月华村,,
月华村21号,月亮田月华村,,
月华村22号,月亮田月华村,,
月华村23号,月亮田月华村,,
月华村24号,月亮田月华村,,
月华村25号,月亮田月华村,,
月华村26号,月亮田月华村,,
月华村2号,月亮田月华村,,
月华村30号,月亮田月华村,,
月华村31号,月亮田月华村,,
月华村32号,月亮田月华村,,
月华村33号,月亮田月华村,,
月华村34号,月亮田月华村,,
月华村35号,月亮田月华村,,
月华村36号,月亮田月华村,,
月华村37号,月亮田月华村,,
月华村38号,月亮田月华村,,
月华村3号,月亮田月华村,,
月华村41号,月亮田月华村,,
月华村5号,月亮田月华村,,
月华村6号,月亮田月华村,,
月华村7号,月亮田月华村,,
月华村8号,月亮田月华村,,
月兴37号,缙云公寓,,
月兴村1号,月兴村;北碚月兴村,,
月兴村2号,月兴村;北碚月兴村,,
月兴村31号,月兴村;北碚月兴村,,
月兴村32号,月兴村;北碚月兴村,,
月兴村33号,月兴村;北碚月兴村,,
月兴村34号,月兴村;北碚月兴村,,
月兴村37号,月兴村;北碚月兴村,,
月兴村38号,月兴村;北碚月兴村,,
月兴村3号,月兴村;北碚月兴村,,
月兴村48号,畔溪名都,,
月芽村10号,月芽村,,
月芽村11号,月芽村,,
月芽村12号,月芽村,,
月芽村13号,月芽村,,
月芽村14号,月芽村,,
月芽村15号,月芽村,,
月芽村16号,月芽村,,
月芽村17号,月芽村,,
月芽村18号,月芽村,,
月芽村19号,月芽村,,
月芽村20号,月芽村,,
月芽村21号,月芽村,,
月芽村22号,月芽村,,
月芽村23号,月芽村,,
月芽村24号,月芽村,,
月芽村6号,月芽村,,
月芽村7号,月芽村,,
月芽村8号,月芽村,,
月芽村9号,月芽村,,
玥湖园,和记黄埔玥湖园;和黄玥湖园,,
跃进村569号,渝新花园,,
跃进村综合楼,跃进村综合楼,,
跃进路17号,缤纷时代,,
跃进路588号,蓝光御江台一期,,
跃进路638号,蓝光御江台二期,,
跃进路9号,三木阳明华庭,,
云顶香榭,,,
云鼎雅苑,水公司集资房,,
云端街53号,水木阳光;成盛庙沟苑,,
云峰阁,乐至.云峰阁,,
云岗路2号,北城公馆;北城中央公馆;加减乘除,,
云华路17号,技术监督小区;技术监督局小区,,
云华路200号,阳光丽舍,,
云华路23号,润物第香苑,,
云华路29号,北瑞星座,,
云华路310号,海宇翡翠公寓,,
云华路369号,渝复新城丽都,,
云华路399号,学堂堡小区;学堂堡,,
云华路3号,银鸿畔山雅筑,,
云华路500号,海宇依云香榭;依云香榭,,
云华路56号,西湖山水;海宇西湖山水;海宇·西湖山水,,
云辉丽都,云辉丽都,,
云锦路126号,北城未来C组团,,
云锦路2号,典雅天成;典雅依山郡,,
云开路1号,金鼎龙泉A区;兴现金鼎龙泉;金鼎龙泉,,
云开路2号,金鼎龙泉;兴现金鼎龙泉;金鼎龙泉B区,,
云立佳苑,云立佳苑,,
云龙大道3号,奥园盘龙壹号B区,,
云清路160号,海宇新城国际;新城国际,,
云清路161号,恋城公寓;海宇恋城公寓,,
云清路263号,海宇祥光瑞光公寓;祥光瑞光,,
云清路288号,海宇文笔山庄,,
云清路370号,祥和公寓,,
云清路68号,缙云小区,,
云清路755号,步云香榭;海宇步云香榭,,
云清路99号,国贸大厦;海宇国贸大厦;城南国贸大厦,,
云泉路小区,,,
云泉小区,云泉小区,,
云杉北路81号,海洲国际公寓；海洲国际,,
云杉南路17号,大众御湖苑,,
云升苑,,,
云天城市星空,云天城市星空,,
云天佳苑,,,
云天小区,,,
云霞路2号,北城未来B组团,,
云榭路2号,中昂星汇;中昂星汇一期;中昂.星汇,,
云轩路9号,先登6号快线,,
云中馨苑,,,
云中园,,,
云竹路17号,尚格博园,,
云篆山小区,,,
运动街146号,百康年奥运光年；百康年OT空间,,
枣子岚垭菜市巷1号,枣子岚垭菜市巷,,
枣子岚垭菜市巷2号,枣子岚垭菜市巷,,
枣子岚垭菜市巷3号,枣子岚垭菜市巷,,
枣子岚垭菜市巷4号,枣子岚垭菜市巷,,
枣子岚垭一巷50号,,,
枣子岚垭一巷51号,,,
枣子岚垭一巷52号,,,
枣子岚垭一巷53号,,,
枣子岚垭一巷54号,,,
枣子岚垭一巷55号,,,
枣子岚垭一巷56号,,,
枣子岚垭一巷57号,,,
枣子岚垭一巷58号,,,
枣子岚垭正街1号,枣子岚垭,,
枣子岚垭正街20号,儿科医院家属院,,
枣子岚垭正街2号,枣子岚垭,,
枣子岚垭正街3号,枣子岚垭,,
枣子岚垭正街48号,枣子岚垭正街48号,,
枣子岚垭正街8号,枣子岚垭正街,,
造漆村,造漆村;造漆村小区,,
泽科弹子石中心,弹子石中心;泽科·弹子石中心一期;泽科·弹子石中心二期,,
泽科港城国际,泽科·港城国际;港城国际;港城国际二期,,
泽瑞琥珀居,琥珀居;泽瑞琥珀居,,
泽瑞琥珀天成,琥珀天成,,
泽胜依山郦景,依山郦景,,
张家沟二期还建房,张家沟二期还建房,,
张家沟一期还建房,张家沟一期还建房,,
张家花园街192号,人和街,,
张家花园街206号,巴蜀综合楼,,
张家花园正街4号,张家花园,,
张家湾12号,张家湾小区,,
张家湾还建房,,,
张平村2号,维利家园,,
张坪村5号,岭秀枫景；领秀枫景,,
招商花园城,招商花园城一期;招商花园城二期;招商花园城三期,,
兆甲龙湖美岸,兆甲·龙湖美岸,,
正和花园,,,
正委花园,,,
正舟路北段1777号,锴泽四季花城;四季花城,,
证据交易所,证据交易所,,
政和花园,,,
之江名苑,,,
之江雅苑,,,
芝麻公馆,,,
枝元村社区,枝元村社区,,
直港大道,,,
直港大道11号,佳瑞园,,
直港大道13号,建宇大厦,,
直港大道15号,君安楼,,
直港大道17号,建设大厦,,
直港大道18号,金都香榭,,
直港大道199号,珠江花园;珠江花园北区;珠江花园汇景阁,,
直港大道22号,天宝路小区,,
直港大道26号,天鹅山庄,,
直港大道28号,星河世家,,
直港大道2号,跃华小区,,
直港大道48号,金江明珠,,
直港大道5号,斌鑫丰泽园;丰泽园,,
直港大道小区,直港大道,,
至圣宫,至圣宫,,
至尊华庭,,,
志诚大厦,志诚大厦,,
志高花园,志高花园,,
制材二村,制材二村,,
制材一村,制材一村,,
制药三厂宿舍,,,
中驰半岛翠景阁,中驰半岛翠景阁;翠景阁;中驰半岛荟景翠景阁;中驰半岛荟景,,
中驰半岛怡景阁,,,
中德江湾丽景,中德江湾丽景;江湾丽景,,
中二路73号,信成苑,,
中国铁建山语城,,,
中海国际社区,中海国际社区观邸1组团;中海国际社区观邸2组团;中海国际社区观邸3组团,,
中海寰宇天下,中海寰宇天下;寰宇天下;中海寰宇天下观澜苑北苑,,
中海黎香湖,,,
中海维拉公馆,维拉公馆,,
中航MyTOWN,中航MyTOWN;中航MY TOWN;中航my town,,
中慧第一城,,,
中梁名都,中梁名都,,
中梁明珠,,,
中梁山石油小区,中梁山石油小区,,
中梁山水苑,中梁山水苑,,
中南路155号,名仕景苑,,
中南路33号,南屏花园小区,,
中瑞方园天和居,中瑞方园天和居,,
中山二路108号,中山二路小区,,
中山二路112号,中山二路小区,,
中山二路116号,中山二路小区,,
中山二路120号,中山二路小区,,
中山二路16号,中山二路小区,,
中山二路172号,光彩大厦,,
中山二路174号,文化大厦,,
中山二路181号,鲜花大厦,,
中山二路200号,港天大厦,,
中山二路20号,中山二路小区,,
中山二路26号,中山二路小区,,
中山二路38号,中山二路小区,,
中山二路73号,信诚苑,,
中山古镇同心坊,,,
中山佳苑,,,
中山路159号,电台家属楼,,
中山路62号,天奇大厦,,
中山路71号,建行小区,,
中山路7号,万代微风广场,,
中山路公园村23号,公园村小区,,
中山南路179号,金山花园,,
中山三路111号,中华广场;中华广场商住楼,,
中山三路159号,电视台小区;电台家属区,,
中山三路162号,渝中大厦,,
中山三路二巷1号,中山三路二巷,,
中山三路二巷4号,民革大院,,
中山三路二巷7号,中山三路二巷,,
中山三路小区,中山三路,,
中山四路11号附11号,广厦大厦;广夏大厦;人民小学教师楼;人民小学集资房,,
中山四路69号,中山四路小区,,
中山四路83号,中山四路83号,,
中山四路89号,名流公馆,,
中山小区,,,
中山一路159号,中山一路小区,,
中山一路161号,顺联大厦,,
中山一路171号,重庆森林新生代寓所;和信大厦;重庆森林,,
中山一路181号,抗建大厦,,
中山一路193号,中山一路小区,,
中山一路220号,水晶石国际公寓;水晶石,,
中山一路294号,中山一路小区,,
中山一路296号,中山一路小区,,
中山一路6号,财信渝中城;财信.渝中城,,
中山一路95号,金山大厦；金麟七星公馆,,
中山支路,中山支路,,
中山支路17号,我爱江山,,
中铁二十一局住宅楼,中铁二十一局住宅楼,,
中心湾157号,半山豪苑,,
中信宝邸,,,
中信银行大厦,,,
中兴段,,,
中兴段88号,清目花园;青目花园,,
中兴路166号,新兴大厦,,
中兴路1号,中兴大厦,,
中兴路7号,渝亚大厦,,
中兴路小区,,,
中亚大厦,,,
中冶黛山壹品,,,
中冶幸福岭,幸福岭,,
